county_name,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,Households,Mean,Stdev
"Pickett County, TN",98.23182711,0,2,0,3,11,45,7,0,5090,404.0,77011.3832355195,59526166.82203169
"King and Queen County, VA",98.17671809,0,1,0,6,13,9,6,2,7130,55.0,80262.14237968241,59526166.82203169
"Hendricks County, IN",98.12904945,0,10,20,121,222,1467,77,4,153879,19337.0,131756.8527602257,476209334.5762535
"Martin County, MN",97.93360102,0,6,1,13,49,255,11,1,20422,930.0,94757.64916914387,238104667.28812677
"Centre County, PA",97.81020958,1,32,27,92,355,1800,42,26,155403,11127.0,108160.70063929755,1428628003.7287612
"Lee County, IL",97.53858512,2,11,2,19,158,462,8,3,34858,2060.0,85369.75642670009,357157000.9321901
"Texas County, MO",97.51911375,1,3,0,21,156,403,27,2,25636,1894.0,79749.6500164731,178578500.4660951
"Pembina County, ND",97.47945969,0,1,0,6,15,37,4,1,7181,321.0,107103.07495375082,178578500.4660951
"Scott County, VA",97.17314488,0,8,3,11,105,272,16,5,22640,1150.0,117404.84175054132,178578500.4660951
"Fulton County, NY",97.09449309,0,5,12,36,302,1166,44,2,54586,10523.0,99770.50121163731,238104667.28812677
"Armstrong County, PA",96.90633856,0,14,9,43,177,428,29,3,68107,3913.0,101343.05976634129,714314001.8643804
"Choctaw County, AL",96.82705199,1,0,0,12,38,42,5,0,13426,53.0,106433.97262328099,59526166.82203169
"Rosebud County, MT",96.47336263,0,1,1,7,6,35,6,0,9329,849.0,106255.96291156283,178578500.4660951
"Perry County, KY",96.39414495,0,5,8,15,92,280,11,3,28010,300.0,126260.21564122813,178578500.4660951
"Grayson County, KY",96.16494211,0,10,1,13,141,198,23,3,25997,667.0,52172.83916809257,119052333.64406338
"Henry County, OH",96.11277232,2,12,3,10,171,538,19,3,28092,1660.0,89187.59461550461,357157000.9321901
"Mellette County, SD",96.10764056,0,0,0,2,6,9,2,0,2081,40.0,23524.8669199537,59526166.82203169
"Pendleton County, KY",96.08785175,0,2,3,8,81,117,12,0,14570,1185.0,60089.93036891292,178578500.4660951
"Todd County, KY",95.97696553,0,2,3,6,71,64,13,0,12503,1451.0,54426.006660928586,178578500.4660951
"Apache County, AZ",95.92126116,1,2,3,63,159,237,12,41,71934,7003.0,76266.00936823932,1130997169.6186025
"Worth County, MO",95.69377990000001,0,1,0,1,15,22,3,0,2090,498.0,72104.03578999476,178578500.4660951
"Warren County, VA",95.60970568,0,13,6,18,101,738,35,1,38699,2510.0,124681.05863003114,238104667.28812677
"Prairie County, AR",95.53379508,1,1,0,5,17,123,1,0,8374,841.0,54551.2099494748,59526166.82203169
"Craig County, OK",95.41984733,1,3,0,10,45,128,27,6,14672,2526.0,83045.97767449086,297630834.11015844
"Coahoma County, MS",95.30617107,0,2,5,17,731,192,5,0,25182,301.0,79244.0222248296,119052333.64406338
"Oldham County, TX",95.14747859,0,0,0,2,4,22,0,0,2102,76.0,192043.898212842,59526166.82203169
"Gloucester County, VA",95.0209046,2,9,6,18,103,572,13,3,36834,3892.0,104665.10351864,59526166.82203169
"Montgomery County, MS",94.75978395,0,0,0,10,8,24,2,0,10553,2230.0,75528.2874802724,119052333.64406338
"Gallia County, OH",94.70624735,2,5,10,12,323,686,21,2,30621,598.0,63276.34953875712,297630834.11015844
"Cass County, NE",94.64842055,0,15,1,8,67,388,37,2,25357,3072.0,95363.01523024972,357157000.9321901
"DuPage County, IL",94.62240083,6,115,259,502,2222,12033,495,101,932126,97916.0,171902.06994658953,892892502.3304756
"Ashtabula County, OH",94.17799641,2,12,17,63,507,1158,61,6,99811,17484.0,73529.00946382627,357157000.9321901
"Schuyler County, IL",94.0354648,0,0,0,7,7,54,1,0,7444,1576.0,75676.35340371834,178578500.4660951
"Allen Parish, LA",93.98128206,0,1,2,21,57,223,6,0,25537,3784.0,71333.05572000444,178578500.4660951
"Sheridan County, WY",93.88412017,1,4,2,21,108,386,18,3,29824,8712.0,105953.03091378155,297630834.11015844
"Nicollet County, MN",93.84838944,0,12,4,15,79,475,17,1,33032,6339.0,128342.72016064044,297630834.11015844
"Sharp County, AR",93.84714646,0,3,1,12,73,144,6,2,17049,1296.0,43130.74822497805,297630834.11015844
"Franklin County, TX",93.80863039,0,2,1,7,45,49,11,0,10660,1080.0,107026.83825722199,59526166.82203169
"Mercer County, KY",93.68120287,0,4,7,10,118,130,24,2,21349,3504.0,82343.0602135646,59526166.82203169
"Clay County, KY",93.61542782,0,2,3,15,44,88,13,5,21364,656.0,59605.779198335804,59526166.82203169
"Atoka County, OK",93.53863865,1,3,0,9,116,124,13,3,13898,182.0,88530.65875334715,119052333.64406338
"Preble County, OH",93.45346497,2,7,1,29,271,667,34,0,41732,2385.0,85156.3623045441,297630834.11015844
"Jackson County, SD",93.28358209,0,0,0,3,5,2,1,0,3216,333.0,80008.44138789854,178578500.4660951
"Bergen County, NJ",93.26422631,7,32,301,523,2068,8693,621,35,925328,177174.0,167963.33057641407,2202468172.4151735
"Steele County, MN",93.24009324,0,7,1,26,118,586,26,5,36465,10194.0,120606.461089766,59526166.82203169
"Attala County, MS",93.18217114,1,0,4,13,57,80,0,0,19317,2954.0,103399.50904976444,238104667.28812677
"Mercer County, ND",93.10986965,1,2,0,5,27,67,9,1,8592,2581.0,122614.95828483612,178578500.4660951
"Douglas County, MN",93.03598303,1,5,3,25,116,381,29,3,36545,6305.0,97840.11552672148,416683167.7542218
"Crawford County, PA",92.70280168,1,12,16,52,413,972,34,16,87376,3412.0,106870.21552676614,892892502.3304756
"Madison County, MS",92.61841214,3,7,19,64,239,1067,56,1,100412,4515.0,97604.7126607977,59526166.82203169
"Greenbrier County, WV",92.58220177,4,6,0,23,95,382,28,6,35644,2094.0,56459.44074827733,238104667.28812677
"King George County, VA",92.27312846,0,5,3,15,58,279,15,2,24926,579.0,91895.37341497,119052333.64406338
"Hubbard County, MN",91.97405364,0,8,0,11,117,318,22,1,20658,267.0,73215.08584127788,119052333.64406338
"Presque Isle County, MI",91.86954525,0,1,0,11,48,72,3,1,13062,1325.0,107248.222593815,59526166.82203169
"Kearney County, NE",91.63103238,0,1,0,5,33,153,5,1,6548,1792.0,87584.8977902553,238104667.28812677
"Cherokee County, GA",91.51244303,3,35,32,136,774,2189,168,1,225106,12979.0,120505.38324608924,178578500.4660951
"Clay County, AR",90.89728607,0,2,1,11,93,90,3,3,15402,2691.0,61086.01532869698,416683167.7542218
"Madison County, MT",90.76763485,0,0,0,7,4,51,2,3,7712,877.0,86129.88402914957,297630834.11015844
"Davis County, UT",90.65676479999999,2,105,21,164,987,5288,284,18,322094,34007.0,124781.48137594305,357157000.9321901
"Penobscot County, ME",90.63404709999999,8,19,61,51,912,3573,138,20,153364,11344.0,106662.39815956164,357157000.9321901
"Dodge County, NE",90.37381898,0,12,1,20,134,688,49,6,36515,11986.0,98122.4838813995,416683167.7542218
"Effingham County, GA",89.98090201,1,16,10,22,193,341,29,1,54456,1496.0,84875.59502356623,119052333.64406338
"Mathews County, VA",89.91794987,0,3,0,5,19,99,5,1,8897,295.0,170207.76278411198,59526166.82203169
"Jefferson County, OR",89.85575786,1,6,6,6,113,368,35,11,21145,2869.0,71926.18002914378,178578500.4660951
"Marion County, KY",89.7979546,0,7,1,11,99,143,19,1,20045,2677.0,84957.92315214113,178578500.4660951
"Rockbridge County, VA",89.65795490000001,0,1,2,17,121,230,13,6,22307,659.0,82571.61676626476,119052333.64406338
"Washington County, WI",89.64961315,2,10,21,86,309,1922,37,5,132739,13123.0,123752.92640366754,297630834.11015844
"Leon County, TX",89.59503046,1,4,1,9,94,112,22,0,16742,1084.0,139044.98413809255,238104667.28812677
"Real County, TX",89.55223881,2,0,0,1,3,12,2,0,3350,287.0,93248.24955107801,59526166.82203169
"Orange County, VA",89.36550492,1,7,4,19,56,310,11,0,34689,1619.0,109567.76279760002,59526166.82203169
"Jefferson County, IA",89.23259964,1,1,1,12,76,187,32,0,16810,311.0,104576.24156721297,238104667.28812677
"Cheyenne County, NE",89.18838569,2,0,0,7,16,84,3,0,10091,3328.0,108064.14066062515,238104667.28812677
"Norton County, KS",88.93632159,0,2,0,3,16,53,3,0,5622,61.0,57607.29476446289,119052333.64406338
"Shawano County, WI",88.85046707,1,10,1,25,239,577,37,1,41643,4924.0,96170.2637758508,654787835.0423486
"Giles County, VA",88.62629247,0,6,0,9,45,239,7,1,16925,855.0,92015.89950000467,119052333.64406338
"Jackson County, OH",88.46048257,1,3,5,20,229,664,29,2,32783,922.0,68435.48071509176,119052333.64406338
"Livingston County, MI",88.37418606,1,48,14,100,428,1557,111,11,184443,5509.0,120846.38055139742,238104667.28812677
"Defiance County, OH",88.23834735,0,17,4,13,142,651,9,4,38532,8572.0,95957.79133847484,178578500.4660951
"Morgan County, CO",88.01577243,0,0,3,22,94,389,15,2,28404,6952.0,84405.57973714164,476209334.5762535
"Botetourt County, VA",87.87346221,0,3,1,25,75,203,9,2,33002,2098.0,139000.19988525214,178578500.4660951
"Hamilton County, NE",87.79631255,0,1,0,7,65,68,2,1,9112,2398.0,113108.39500049813,297630834.11015844
"Fall River County, SD",87.73212458,0,0,0,6,8,12,5,0,6839,1993.0,63940.063397850856,119052333.64406338
"Lincoln County, WA",87.37015824,0,0,0,9,56,130,12,2,10301,333.0,67838.9898948404,59526166.82203169
"Morgan County, OH",87.22490607,0,1,0,11,50,94,5,0,14904,1109.0,80971.52874993537,178578500.4660951
"Traverse County, MN",87.08272859,0,1,0,2,8,26,3,1,3445,297.0,81668.15769392981,119052333.64406338
"Carroll County, VA",87.00599003,0,5,3,18,90,362,24,3,29883,1406.0,77403.79501027272,119052333.64406338
"King William County, VA",86.97272784,0,1,0,13,39,99,12,0,16097,1398.0,89744.3155984669,59526166.82203169
"Hughes County, OK",86.81183535,0,2,3,7,50,100,25,1,13823,253.0,74614.36418969586,297630834.11015844
"Wood County, OH",86.64438668,1,29,19,63,464,2083,66,9,129264,9133.0,103764.46389382287,833366335.5084438
"Union County, KY",86.49943443,0,4,0,8,47,79,6,3,15029,1004.0,94888.39077631575,119052333.64406338
"Champaign County, OH",86.17412242,1,3,4,26,229,677,27,6,39455,7225.0,80757.06318098721,357157000.9321901
"Keith County, NE",86.10086101,0,2,3,2,15,118,6,0,8130,374.0,81539.06567828577,238104667.28812677
"Butler County, KY",85.98452279,0,2,2,6,44,62,9,1,12793,1199.0,46017.50823840256,119052333.64406338
"Prince George County, VA",85.89912222,0,5,8,19,91,331,52,1,37253,1777.0,95524.39968211764,119052333.64406338
"Richland County, ND",85.68455842,0,4,1,9,54,209,23,0,16339,4126.0,101459.00411674922,535735501.39828515
"Livingston County, KY",85.47921787,0,4,0,4,34,54,12,1,9359,1120.0,92216.67371654145,297630834.11015844
"Meigs County, OH",85.12087164,1,6,5,8,177,182,16,1,23496,904.0,69917.9639444273,59526166.82203169
"Houston County, MN",85.11091015,0,0,0,16,35,92,9,0,18799,4517.0,90097.21270669295,297630834.11015844
"Madison County, NE",85.0388344,0,18,0,12,131,725,41,3,35278,1294.0,98329.26583747899,119052333.64406338
"Athens County, OH",85.03269894,0,12,21,21,372,1125,28,4,64681,3278.0,58870.80921159058,357157000.9321901
"Livingston County, NY",85.00115911,0,14,1,40,169,953,15,2,64705,6016.0,113852.90369692817,833366335.5084438
"Warren County, OH",84.86601664,0,38,46,101,797,3144,67,31,219169,18053.0,134789.24574903882,654787835.0423486
"Kossuth County, IA",84.8508583,0,1,0,12,53,57,4,0,15321,922.0,97603.57234058724,357157000.9321901
"Allamakee County, IA",84.69193309,0,1,1,10,25,97,6,1,14169,1185.0,65301.90349387231,178578500.4660951
"Stark County, IL",84.64533604,0,0,0,5,24,41,4,1,5907,296.0,86296.29124143219,59526166.82203169
"Ripley County, IN",84.45054365,1,4,1,18,113,308,13,1,28419,2223.0,87867.09655747154,238104667.28812677
"Loudoun County, VA",84.36308729,3,59,52,181,350,3468,150,38,349679,61726.0,190417.0404310542,535735501.39828515
"Aroostook County, ME",84.21954179,1,16,9,33,271,915,37,6,70055,9125.0,90920.33787538917,476209334.5762535
"Bear Lake County, ID",84.13259297,0,1,0,4,18,77,1,1,5943,1210.0,78152.19744003467,238104667.28812677
"McLean County, ND",84.06010297,0,1,1,6,37,79,14,0,9517,1158.0,103493.70528436024,357157000.9321901
"Dickenson County, VA",83.94679065,1,1,0,11,23,165,15,6,15486,102.0,52393.11072272644,119052333.64406338
"Potter County, SD",83.54218881,0,0,0,2,0,0,1,0,2394,16.0,52560.1530754842,59526166.82203169
"Crook County, WY",83.51893096,0,3,0,3,20,115,8,0,7184,976.0,101313.8468506138,119052333.64406338
"Medina County, OH",83.46911357,4,19,15,108,290,1365,22,1,174915,319.0,127885.56414310442,119052333.64406338
"Union County, GA",83.46471297,0,0,1,17,96,183,13,5,21566,223.0,50040.084122644505,59526166.82203169
"Madison County, VA",83.33333333,1,4,1,5,17,132,4,5,13200,592.0,106669.54468011801,59526166.82203169
"Carson County, TX",83.19467554,0,2,0,3,16,32,6,1,6010,1452.0,112655.87251269947,178578500.4660951
"Madison County, OH",83.18506366,1,4,10,21,266,559,39,6,43277,5963.0,99412.50216611788,297630834.11015844
"Rankin County, MS",83.12495316,3,22,14,83,538,1407,79,11,146767,13112.0,98611.23131993279,297630834.11015844
"Douglas County, CO",83.01657390000001,1,50,15,188,539,2438,93,28,305963,74768.0,177013.22381681652,714314001.8643804
"Tompkins County, NY",82.99796365,0,10,33,43,294,1736,38,2,103617,2405.0,156931.75951674845,119052333.64406338
"Portage County, OH",82.99666793,0,16,48,71,872,2275,47,17,163862,11631.0,130353.95732226122,238104667.28812677
"Nance County, NE",82.80430582,0,1,0,2,10,13,3,0,3623,1015.0,109686.15437233237,119052333.64406338
"Ottawa County, KS",82.75405495,0,1,1,2,22,77,7,1,6042,518.0,73955.92388391058,178578500.4660951
"Teton County, MT",82.44023083,1,1,0,3,6,45,3,0,6065,1259.0,78374.57409147889,238104667.28812677
"Rush County, IN",82.33356857,0,5,2,7,125,355,11,0,17004,3653.0,77815.65364592448,357157000.9321901
"Winona County, MN",81.98001249,0,6,8,28,123,553,40,6,51232,14584.0,110325.33968998636,654787835.0423486
"Fauquier County, VA",81.83671344,2,11,8,34,117,596,39,10,67207,1693.0,127452.36169605826,178578500.4660951
"Pepin County, WI",81.52173913,0,3,0,3,28,53,4,1,7360,361.0,80887.6948181828,59526166.82203169
"Madison County, NY",81.51197812,0,11,5,43,271,974,30,2,72382,3371.0,124914.06882559374,416683167.7542218
"Cleveland County, AR",81.46165484,0,0,1,6,70,47,9,0,8593,854.0,56865.03538009823,297630834.11015844
"Sanpete County, UT",81.45341219,0,10,5,8,56,296,18,0,28237,3207.0,95834.52127905854,297630834.11015844
"Becker County, MN",81.24943577,0,8,1,18,49,232,33,0,33231,4480.0,114248.0555422688,297630834.11015844
"Kimball County, NE",81.03727715,0,0,0,3,1,24,1,0,3702,112.0,65138.2224148086,59526166.82203169
"Middlesex County, CT",80.93644677,2,19,37,76,316,1457,115,4,165562,7458.0,159030.74587535768,416683167.7542218
"Harlan County, KY",80.70458613,0,5,3,15,77,152,8,2,28499,1631.0,49376.28486316403,297630834.11015844
"Curry County, OR",80.57657012,0,2,3,13,104,268,25,7,22339,5073.0,76177.57601229839,238104667.28812677
"Pike County, AR",80.52250157,0,1,1,7,34,58,7,0,11177,211.0,54344.52366122575,119052333.64406338
"Pike County, MO",80.34709947,0,1,0,14,77,218,15,1,18669,2872.0,79366.51920354537,238104667.28812677
"Andrew County, MO",80.25222127,1,2,0,11,43,102,10,0,17445,3386.0,115500.88394766493,357157000.9321901
"Rappahannock County, VA",80.23535705,0,3,0,3,2,14,0,0,7478,408.0,143467.46858334725,119052333.64406338
"Madison County, ID",80.10680908,1,9,1,19,46,260,5,2,37450,7732.0,69789.62005453173,119052333.64406338
"Warren County, NJ",80.09014798,1,9,18,59,312,1314,46,3,107379,11555.0,123162.49823335378,1011944835.974539
"Fulton County, OH",80.02259462,1,8,1,24,158,549,17,3,42488,2124.0,83066.81875449863,178578500.4660951
"Chisago County, MN",79.98363126,1,4,3,35,91,469,46,13,53761,12101.0,117841.27980789315,416683167.7542218
"Glasscock County, TX",79.93605116,0,0,0,1,3,9,1,0,1251,99.0,163082.361384767,59526166.82203169
"Lamoille County, VT",79.78617306,0,2,0,18,51,312,39,1,25067,2415.0,91933.50421368587,297630834.11015844
"Fairfax County, VA",79.75779097,16,124,353,409,1155,13627,830,72,1130924,211816.0,187373.71309553267,1964363505.1270468
"Price County, WI",79.69859441,0,0,0,11,40,166,10,1,13802,2282.0,91900.14271772742,297630834.11015844
"Yates County, NY",79.50389569,0,6,0,14,111,291,4,3,25156,222.0,82644.5842885171,119052333.64406338
"Crawford County, OH",79.42440665,0,4,7,23,350,682,20,2,42808,12118.0,74340.50206728705,416683167.7542218
"Elk County, PA",79.41802471,1,4,2,18,133,517,12,15,31479,1410.0,75579.96822319487,178578500.4660951
"Clearwater County, MN",79.20343969,0,6,1,0,43,47,7,0,8838,752.0,77136.98075020619,297630834.11015844
"Gillespie County, TX",78.8736838,0,5,4,11,60,270,13,0,25357,191.0,88436.00446608369,59526166.82203169
"Clayton County, IA",78.77116975,0,1,0,13,18,37,3,2,17773,1715.0,96722.30699974761,476209334.5762535
"Martin County, IN",78.74015748,0,0,0,8,26,69,9,5,10160,1250.0,71859.57125638217,119052333.64406338
"Lawrence County, IL",78.51189757,1,1,0,11,33,90,5,5,16558,2521.0,92342.62038610307,178578500.4660951
"Ralls County, MO",78.49293564,0,0,0,8,47,151,9,0,10192,509.0,91124.21151196425,238104667.28812677
"Fayette County, GA",78.43861025,3,7,21,54,286,1125,130,5,108365,15214.0,168501.80267023641,178578500.4660951
"Clermont County, OH",78.41452816,2,34,32,89,1240,4158,118,30,200218,14377.0,96930.62467267692,773840168.6864121
"Bosque County, TX",78.40940913,0,3,0,11,68,118,7,3,17855,733.0,72212.81373859775,119052333.64406338
"Polk County, NC",78.38910391,0,7,1,7,100,169,14,3,20411,254.0,108421.619959694,59526166.82203169
"San Miguel County, CO",78.14535035,0,0,0,6,8,105,2,0,7678,1509.0,154646.54351004682,119052333.64406338
"Newton County, IN",78.08617875,0,0,0,11,74,123,9,1,14087,1182.0,100897.61244115456,119052333.64406338
"Franklin County, ID",77.79679477,0,4,0,6,23,83,2,0,12854,524.0,88745.99748623115,238104667.28812677
"Cottonwood County, MN",77.47933884,0,4,0,5,45,93,5,2,11616,442.0,72826.37436320717,178578500.4660951
"Roseau County, MN",77.31958763,1,4,0,7,9,116,3,0,15520,319.0,101070.75858291233,119052333.64406338
"Van Wert County, OH",77.304192,0,4,1,17,181,513,5,3,28459,1656.0,88444.84837235298,178578500.4660951
"Meade County, SD",77.20020587,0,5,0,16,36,201,11,0,27202,2369.0,96542.7232248805,238104667.28812677
"Thayer County, NE",77.08614377,0,0,0,4,27,52,1,0,5189,1422.0,89914.6102440055,416683167.7542218
"Rooks County, KS",77.07129094,1,1,0,2,10,21,6,0,5190,1446.0,97576.59411581446,178578500.4660951
"Dodge County, WI",76.97183736,1,12,6,49,248,1096,26,8,88344,6410.0,92624.58818742173,773840168.6864121
"Hancock County, ME",76.57945118,3,4,6,29,256,771,29,2,54845,6519.0,96927.73656163974,297630834.11015844
"Hancock County, WV",75.93014427,0,3,3,17,59,215,18,1,30291,7412.0,111270.91228369565,119052333.64406338
"Rockingham County, VA",75.89302942,0,13,4,42,204,479,49,0,77741,2280.0,110292.44486824014,178578500.4660951
"Knox County, ME",75.85335019,1,4,6,19,136,641,35,4,39550,6143.0,99299.57088304246,178578500.4660951
"Winnebago County, IA",75.80064431,0,1,1,6,13,32,1,1,10554,929.0,71551.502206943,59526166.82203169
"Knox County, KY",75.49543882,0,5,8,11,217,160,28,4,31790,1351.0,59956.82095276737,119052333.64406338
"Cumberland County, PA",75.45229922,0,42,69,71,614,3163,80,18,241212,22079.0,118101.68563132908,595261668.2203169
"Delaware County, OH",75.14366496,2,32,59,45,797,2334,100,23,184979,22723.0,128454.78513697833,416683167.7542218
"Beaverhead County, MT",74.93844342,0,0,1,6,12,57,5,4,9341,49.0,178245.417084813,59526166.82203169
"Sutton County, TX",74.8876685,0,0,1,2,4,21,4,0,4006,1106.0,115296.64620190099,59526166.82203169
"Montmorency County, MI",74.86631016,0,2,0,5,36,9,0,0,9350,766.0,56849.6604972057,178578500.4660951
"Guthrie County, IA",74.85730327,0,2,0,6,17,29,6,0,10687,181.0,69553.9879464166,119052333.64406338
"Monroe County, MS",74.75910954,0,1,11,15,140,331,9,0,36116,3062.0,102406.29386902523,178578500.4660951
"Clay County, IN",74.61851285,0,1,1,18,45,199,18,0,26803,1078.0,73318.8160032015,297630834.11015844
"Benzie County, MI",74.59260959,1,0,0,12,40,129,1,1,17428,680.0,68717.94834728182,357157000.9321901
"Emery County, UT",74.42552796,0,2,0,6,53,125,11,2,10749,2769.0,94492.8894572794,416683167.7542218
"Bottineau County, ND",74.22802850000001,2,0,0,3,18,44,4,0,6736,566.0,107051.57727020516,416683167.7542218
"Wahkiakum County, WA",74.22068283,0,0,0,3,7,11,2,0,4042,340.0,126088.63084219549,119052333.64406338
"Custer County, NE",74.12898443,0,1,0,7,19,85,5,1,10792,2286.0,113675.114773771,476209334.5762535
"Harrison County, IN",74.04948548,0,4,5,20,108,342,40,1,39163,2539.0,95116.57506891793,476209334.5762535
"Fulton County, IN",73.35322021,0,1,3,11,41,69,13,0,20449,3291.0,84850.1630181348,119052333.64406338
"Scotts Bluff County, NE",73.27399045,0,6,3,18,137,658,39,2,36848,646.0,77015.02016207576,238104667.28812677
"Pope County, MN",73.17965606,0,2,0,6,28,58,1,1,10932,347.0,97677.58228109957,297630834.11015844
"Morrison County, MN",73.01046483,2,7,0,15,48,317,21,0,32872,995.0,93100.21455772717,476209334.5762535
"Tallahatchie County, MS",72.93946025,0,0,10,1,27,43,0,0,15081,2107.0,57590.21475498815,238104667.28812677
"Green County, WI",72.79590186,0,3,1,23,100,540,39,3,37090,6114.0,96098.4146997736,297630834.11015844
"Wayne County, KY",72.54086469,1,2,5,7,83,131,11,1,20678,2421.0,74166.6148875893,59526166.82203169
"Daviess County, MO",72.34145165,0,0,0,6,39,48,9,1,8294,1071.0,79470.2711501372,297630834.11015844
"McCreary County, KY",72.26638501,0,3,7,3,65,42,9,3,17989,332.0,27334.9630753709,59526166.82203169
"Wayne County, OH",72.12938099,2,30,18,32,550,1273,72,18,115071,8777.0,98619.58535133886,476209334.5762535
"Lancaster County, VA",71.76175099,1,4,0,3,23,102,4,2,11148,965.0,87692.61543981673,119052333.64406338
